City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kerikeri,-35.2268,173.9474,287.54,86,34,4.02,NZ,1717081730
364,tucuma,-0.1833,-50.05,303.53,65,51,2.84,BR,1717081828
365,kili,5.6439,169.1211,301.39,77,100,3.21,MH,1717081828
366,qamdo,31.1667,97.2333,285.57,47,31,1.53,CN,1717081829
367,flin flon,54.7682,-101.865,287.43,96,100,0.87,CA,1717081829
368,zholymbet,51.7433,71.7122,278.93,90,100,4.72,KZ,1717081830
369,haiku-pauwela,20.9219,-156.3051,296.51,83,0,6.69,US,1717081830
370,trairi,-3.2778,-39.2689,301.37,81,82,4.18,BR,1717081754
371,yeppoon,-23.1333,150.7333,291.62,82,47,3.47,AU,1717081831
372,gaigeturi,33.4644,126.3183,291.8,71,100,0.88,KR,1717081831
373,raja,8.4596,25.678,308.97,30,82,1.61,SS,1717081832
374,fenoarivo be,-18.4333,46.5667,292.6,63,23,4.22,MG,1717081833
375,kruisfontein,-34.0033,24.7314,291.42,78,90,11.48,ZA,1717081833
376,atafu village,-8.5421,-172.5159,302.44,73,7,5.25,TK,1717081833
377,souillac,-20.5167,57.5167,297.36,88,75,6.17,MU,1717081834
378,mountain home,43.133,-115.6912,282.67,62,37,5.36,US,1717081835
379,konarka,19.9,86.1167,304.37,88,9,7.54,IN,1717081567
380,concepcion,-36.827,-73.0498,285.36,87,100,0.68,CL,1717081630
381,embarcacion,-23.209,-64.096,291.6,54,0,1.31,AR,1717081836
382,soto la marina,23.7667,-98.2167,306.6,43,1,4.2,MX,1717081836
383,mangrol,21.1167,70.1167,303.19,71,92,6.05,IN,1717081837
384,avarua,-21.2078,-159.775,297.18,100,75,1.54,CK,1717081837
385,vaasa,63.096,21.6158,295.16,49,60,4.12,FI,1717081838
386,gafsa,34.425,8.7842,305.03,19,6,5.24,TN,1717081838
387,brandon,27.9378,-82.2859,307.15,61,0,2.57,US,1717081838
388,huautla de jimenez,18.1315,-96.8409,297.97,51,0,1.2,MX,1717081839
389,kanasin,20.9333,-89.5667,306.96,60,20,5.66,MX,1717081840
390,plastun,44.7561,136.2939,279.36,97,100,0.7,RU,1717081840
391,altamont,42.2068,-121.7372,283.03,69,0,1.54,US,1717081841
392,remire-montjoly,4.9167,-52.2667,301.17,89,75,2.06,GF,1717081841
393,safotu,-13.4513,-172.4018,301.79,81,17,6.71,WS,1717081841
394,tindouf,27.6711,-8.1474,308.99,14,0,5.7,DZ,1717081842
395,rurrenabaque,-14.4413,-67.5278,298.16,49,9,0.4,BO,1717081842
396,sao jose do belmonte,-7.8614,-38.7597,305.54,35,38,3.16,BR,1717081843
397,tono,39.3167,141.5333,288.22,75,100,0.98,JP,1717081843
398,middelburg,-25.7751,29.4648,290.34,28,0,4.4,ZA,1717081843
399,ilgaz,40.9251,33.6259,290.63,69,98,0.59,TR,1717081844
400,queenstown,-31.8976,26.8753,293.1,25,87,6.22,ZA,1717081844
401,sebastopol,44.6,33.5333,292.59,48,10,4.92,UA,1717081845
402,aykhal,66.0,111.5,284.2,63,75,9.33,RU,1717081845
403,sangin,32.0728,64.8359,306.61,6,0,3.44,AF,1717081845
404,klyuchi,52.2667,79.1667,278.38,95,100,5.58,RU,1717081846
405,harlingen,26.1906,-97.6961,304.23,82,75,5.14,US,1717081745
406,gordonvale,-17.0936,145.7842,296.03,100,92,1.48,AU,1717081847
407,saurimo,-9.6608,20.3916,302.76,27,97,1.09,AO,1717081847
408,bikenibeu village,1.3673,173.1241,302.13,74,20,2.06,KI,1717081847
409,heihe,50.2441,127.4902,285.07,64,5,1.52,CN,1717081848
410,berezovyy,51.6667,135.7,280.47,63,0,2.0,RU,1717081848
411,kill devil hills,36.0307,-75.676,297.15,71,75,5.66,US,1717081827
412,oliver,49.1831,-119.5524,284.95,66,23,0.51,CA,1717081849
413,nuevitas,21.5453,-77.2644,304.26,61,2,3.56,CU,1717081850
414,kapuskasing,49.4169,-82.4331,289.78,33,34,1.25,CA,1717081850
415,santa cruz,-17.8,-63.1667,295.85,52,20,2.57,BO,1717081526
416,morehead city,34.7229,-76.726,299.15,57,20,4.63,US,1717081851
417,jwaneng,-24.6004,24.7303,295.31,21,0,4.3,BW,1717081851
418,northam,51.0333,-4.2167,289.63,82,29,9.42,GB,1717081852
419,cidreira,-30.1811,-50.2056,289.97,68,11,2.07,BR,1717081634
420,kapa'a,22.0752,-159.319,296.33,87,75,4.63,US,1717081852
421,keflavik,64.0049,-22.5624,281.39,81,100,8.75,IS,1717081854
422,playa del ingles,27.7567,-15.5787,299.01,67,83,2.24,ES,1717081634
423,bandarbeyla,9.4942,50.8122,300.53,76,62,14.4,SO,1717081855
424,rio grande,-32.035,-52.0986,290.21,71,7,1.43,BR,1717081855
425,dazuocun,24.8862,118.9643,296.05,83,91,0.46,CN,1717081855
426,kalymnos,36.95,26.9833,296.89,60,20,4.12,GR,1717081856
427,kavaratti,10.5669,72.642,299.96,83,100,7.53,IN,1717081856
428,aripuana,-9.1667,-60.6333,304.04,44,2,1.78,BR,1717081857
429,griffith,41.5284,-87.4237,292.78,60,0,5.14,US,1717081857
430,brisas de zicatela,15.8369,-97.0419,304.44,74,75,2.57,MX,1717081857
431,douglas,41.3,-96.167,295.1,63,0,5.66,US,1717081858
432,malango,-2.9627,119.9001,293.03,91,78,1.14,ID,1717081858
433,quebo,11.3333,-14.9333,312.41,24,22,2.03,GW,1717081859
434,homer,59.6425,-151.5483,282.09,68,40,0.0,US,1717081804
435,chicoana,-25.1009,-65.5331,287.18,41,0,1.13,AR,1717081860
436,tidjikja,18.5564,-11.4271,312.87,8,65,4.8,MR,1717081860
437,kuusamo,65.9667,29.1833,292.17,59,0,3.6,FI,1717081860
438,zelenogorskiy,55.0333,87.0,277.43,93,100,2.42,RU,1717081861
439,vila franca do campo,37.7167,-25.4333,293.38,99,100,2.36,PT,1717081768
440,xining,36.6167,101.7667,286.65,37,99,2.74,CN,1717081805
441,nadvoitsy,63.8667,34.3167,292.5,52,21,0.83,RU,1717081862
442,mana,5.6592,-53.7767,301.77,74,32,4.26,GF,1717081862
443,ust'-charyshskaya pristan',52.3934,83.6635,279.49,97,100,4.25,RU,1717081863
444,hastings,50.8552,0.5729,291.15,80,61,6.56,GB,1717081863
445,chenzhou,25.8,113.0333,293.14,95,100,2.4,CN,1717081864
446,sarkand,45.41,79.9186,287.6,58,10,3.08,KZ,1717081864
447,baganga,7.5739,126.56,299.65,88,82,1.21,PH,1717081865
448,kyshtovka,56.555,76.6271,279.45,37,100,3.13,RU,1717081865
449,tavricheskoye,54.5851,73.6395,283.1,57,96,5.43,RU,1717081866
450,shalkar,47.8288,59.6258,299.99,19,8,3.38,KZ,1717081866
451,la passe,45.5549,-0.8967,294.28,71,51,8.24,FR,1717081867
452,derzhavinsk,51.1,66.3167,287.28,65,1,5.96,KZ,1717081867
453,mary,37.0,62.5,301.97,8,0,4.71,TM,1717081868
454,great falls,47.5002,-111.3008,284.81,38,0,10.29,US,1717081626
455,summerside,46.3959,-63.7876,291.74,34,1,2.57,CA,1717081868
456,ataq,14.5377,46.8319,308.19,12,53,4.58,YE,1717081869
457,walvis bay,-22.9575,14.5053,292.68,68,38,9.77,NA,1717081869
458,dokuchayevs'k,47.7477,37.6738,296.64,55,100,2.5,UA,1717081870
459,moranbah,-22.0016,148.0466,288.9,89,2,4.32,AU,1717081866
460,nantucket,41.2835,-70.0995,292.23,93,75,3.6,US,1717081871
461,fort mcmurray,56.7268,-111.381,282.92,93,100,6.17,CA,1717081560
462,port saint john's,-31.6229,29.5448,296.5,55,1,4.29,ZA,1717081871
463,shatrovo,56.5167,64.6333,281.62,48,4,1.71,RU,1717081872
464,dong ha,16.8163,107.1003,302.97,66,100,4.04,VN,1717081873
465,uliastay,47.7417,96.8444,283.15,27,3,1.46,MN,1717081873
466,cardiff,51.48,-3.18,291.75,61,20,8.75,GB,1717081667
467,arraial do cabo,-22.9661,-42.0278,296.07,60,40,9.77,BR,1717081729
468,delta,5.5,6.0,302.39,83,99,2.32,NG,1717081874
469,nouadhibou,20.931,-17.0347,297.14,53,2,9.77,MR,1717081875
470,moussoro,13.6408,16.4901,314.35,20,19,7.43,TD,1717081875
471,pingdu,36.7844,119.9464,290.9,81,1,4.51,CN,1717081876
472,hotan,37.0997,79.9269,297.73,22,100,4.72,CN,1717081876
473,island harbour,50.724,-1.2758,291.58,70,74,4.47,GB,1717081876
474,kupang,-10.1667,123.5833,301.47,100,75,1.03,ID,1717081877
475,rancho palos verdes,33.7445,-118.387,290.4,89,100,2.06,US,1717081877
476,ad dilam,23.9915,47.1627,316.38,7,95,2.69,SA,1717081806
477,broken hill,-31.95,141.4333,286.68,96,100,6.0,AU,1717081878
478,najran,17.4924,44.1277,310.51,10,79,5.6,SA,1717081791
479,saint-jean-d'angely,45.95,-0.5167,294.02,74,76,7.06,FR,1717081831
480,cuencame de ceniceros,24.8711,-103.6964,302.05,20,0,3.84,MX,1717081880
481,alofi,-19.0595,-169.9187,297.09,83,75,5.66,NU,1717081880
482,myrina,39.8797,25.0742,296.73,53,20,3.6,GR,1717081881
483,nizhnesortymskiy,62.4397,71.7603,274.41,75,100,4.6,RU,1717081881
484,mansa,29.9833,75.3833,311.99,5,0,2.84,IN,1717081795
485,nadym,65.5333,72.5167,273.13,86,100,7.23,RU,1717081882
486,kearney,40.6995,-99.0815,294.75,89,100,4.63,US,1717081667
487,namtsy,62.7161,129.6658,289.48,58,88,2.49,RU,1717081883
488,ust'-ilimsk,58.0006,102.6619,278.95,88,86,2.68,RU,1717081883
489,lazaro cardenas,17.9583,-102.2,302.67,64,0,0.76,MX,1717081795
490,berdigestyakh,62.0989,126.6992,286.5,53,6,1.4,RU,1717081884
491,yerofey pavlovich,53.9667,121.9667,282.32,51,6,1.93,RU,1717081884
492,mabaruma,8.2,-59.7833,300.58,90,100,1.77,GY,1717081885
493,crescent city,41.756,-124.2018,291.73,81,0,7.2,US,1717081638
494,mossel bay,-34.1831,22.146,288.11,80,96,9.41,ZA,1717081886
495,laguna,38.421,-121.4238,296.49,51,0,3.6,US,1717081886
496,bismarck,46.8083,-100.7837,287.06,83,100,6.69,US,1717081737
497,mora,11.0461,14.1401,311.79,24,100,3.11,CM,1717081887
498,walla walla,46.0646,-118.343,286.86,58,0,5.14,US,1717081887
499,opuwo,-18.0607,13.84,300.62,16,0,2.7,NA,1717081888
500,freetown,8.484,-13.2299,302.99,70,40,5.14,SL,1717081888
501,lerwick,60.1545,-1.1494,287.15,73,24,4.09,GB,1717081889
502,labrador city,52.9463,-66.9114,272.69,91,100,4.47,CA,1717081811
503,yelizovo,53.1873,158.3805,278.04,85,100,2.75,RU,1717081890
504,locharbriggs,55.1034,-3.5844,291.46,63,29,5.81,GB,1717081749
505,pokhara,28.2333,83.9833,300.34,32,38,3.48,NP,1717081891
506,dursunbey,39.586,28.6257,294.13,49,90,2.89,TR,1717081891
507,jackson,42.4165,-122.8345,285.04,70,0,0.45,US,1717081892
508,ancud,-41.8697,-73.8203,281.33,80,82,2.41,CL,1717081892
509,hell-ville,-13.4,48.2667,300.08,70,20,0.0,MG,1717081892
510,carroll,39.5501,-77.0164,293.66,52,0,4.12,US,1717081878
511,taoudenni,22.6783,-3.9836,315.21,7,63,5.89,ML,1717081893
512,katsuura,35.1333,140.3,293.31,83,100,2.68,JP,1717081894
513,tonota,-21.4833,27.4833,296.65,26,0,0.57,BW,1717081894
514,masterton,-40.9597,175.6575,283.64,87,100,1.3,NZ,1717081895
515,yamada,39.4667,141.95,286.72,80,100,0.89,JP,1717081895
516,pimentel,-6.8367,-79.9342,293.31,77,100,2.06,PE,1717081896
517,murzuq,25.9155,13.9184,310.51,13,0,4.46,LY,1717081896
518,tchintabaraden,15.8969,5.7985,315.38,16,56,5.63,NE,1717081897
519,saguenay,48.4168,-71.0657,288.2,54,8,0.89,CA,1717081747
520,hachinohe,40.5,141.5,287.12,84,100,1.37,JP,1717081898
521,olyokminsk,60.3736,120.4264,289.64,50,14,1.18,RU,1717081899
522,ciudad insurgentes,25.2625,-111.7753,295.48,42,0,5.47,MX,1717081899
523,phalaborwa,-23.943,31.1411,300.75,28,0,2.86,ZA,1717081837
524,santana,-0.0583,-51.1817,304.25,70,75,3.09,BR,1717081900
525,nikolayevsk-on-amure,53.1406,140.73,282.16,62,9,1.79,RU,1717081900
526,magadan,59.5667,150.8,284.0,61,4,1.8,RU,1717081602
527,glace bay,46.1969,-59.957,294.2,59,40,4.12,CA,1717081902
528,dumas,35.8656,-101.9732,294.6,63,0,4.63,US,1717081831
529,cabo san lucas,22.8909,-109.9124,305.16,34,0,0.0,MX,1717081661
530,dolbeau-mistassini,48.8763,-72.212,288.41,37,64,5.16,CA,1717081903
531,katima mulilo,-17.5,24.2667,300.51,18,0,1.08,NA,1717081903
532,bredy,52.4153,60.3411,288.51,71,79,5.65,RU,1717081904
533,zaraza,9.3503,-65.3245,304.02,60,78,1.8,VE,1717081904
534,ulsteinvik,62.3432,5.8487,290.65,73,89,3.13,NO,1717081905
535,mitu,1.1983,-70.1733,300.24,66,98,2.03,CO,1717081905
536,altamira,-3.2033,-52.2064,302.2,84,75,1.54,BR,1717081571
537,scarborough,54.2797,-0.4044,285.91,91,100,3.13,GB,1717081652
538,sitangkai,4.6628,119.3928,302.76,80,26,4.12,PH,1717081906
539,funadhoo,6.15,73.2667,301.85,81,100,11.19,MV,1717081907
540,melekeok village,7.4957,134.6367,300.46,89,100,3.09,PW,1717081907
541,basco,20.4487,121.9702,302.17,79,80,3.21,PH,1717081908
542,yuzhno-kurilsk,44.0306,145.8556,278.36,87,100,1.3,RU,1717081908
543,paulden,34.8856,-112.4682,299.06,18,0,0.53,US,1717081908
544,kenai,60.5544,-151.2583,279.9,90,75,3.09,US,1717081909
545,sao tome,0.3365,6.7273,300.18,82,100,2.92,ST,1717081909
546,kulhudhuffushi,6.6221,73.07,301.69,83,100,11.11,MV,1717081910
547,petauke,-14.2426,31.3253,295.98,35,0,1.28,ZM,1717081910
548,punta del este,-34.9667,-54.95,289.21,86,100,2.57,UY,1717081911
549,san julian,21.0167,-102.1667,297.4,37,8,0.65,MX,1717081911
550,manaure,11.7751,-72.4445,304.84,58,46,8.38,CO,1717081911
551,ceeldheer,3.8488,47.1806,300.3,72,84,8.92,SO,1717081912
552,al wakrah,24.85,51.3333,313.06,13,0,4.64,QA,1717081912
553,rongelap,11.1635,166.8941,300.74,80,100,5.8,MH,1717081913
554,baixo guandu,-19.5189,-41.0158,296.42,78,100,1.6,BR,1717081914
555,vassouras,-22.4039,-43.6625,294.18,52,6,2.46,BR,1717081912
556,kogalym,62.2654,74.4791,273.14,63,100,6.71,RU,1717081914
557,weno,7.4515,151.8468,301.71,78,100,7.04,FM,1717081915
558,corumba,-19.0092,-57.6533,297.1,46,0,1.54,BR,1717081916
559,todos santos,23.45,-110.2167,306.1,45,18,2.43,MX,1717081916
560,nova sintra,14.8667,-24.7167,297.42,75,8,7.65,CV,1717081916
561,lagos,6.5833,3.75,304.06,69,100,3.75,NG,1717081674
562,zawoja,49.644,19.5423,292.68,83,100,1.87,PL,1717081917
563,kedrovyy,56.1667,91.8167,278.38,75,74,0.76,RU,1717081918
564,sandnessjoen,66.0217,12.6316,294.44,67,20,2.06,NO,1717081676
565,kidal,18.4411,1.4078,316.86,6,17,6.46,ML,1717081918
566,guatrache,-37.6678,-63.5302,285.2,57,93,2.51,AR,1717081919
567,viedma,-40.8135,-62.9967,286.97,44,95,3.23,AR,1717081640
568,monkey bay,-14.0728,34.9201,298.15,51,0,2.93,MW,1717081920
569,sao felix do xingu,-6.6447,-51.995,306.07,42,45,2.44,BR,1717081920
570,hadibu,12.65,54.0333,303.67,69,87,3.79,YE,1717081921
571,kolonia town,6.964,158.206,300.15,94,100,2.57,FM,1717081921
